energy,tempo,danceability,loudness,liveness,valence,instrumentalness,speechiness,acousticness,track_popularity,track_name,track_artist,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,mode,key
0.663,129.987,0.927,-7.546,0.0674,0.621,0.000335,0.278,0.0253,30,Caesar,Inventor Ace,Caesar,2024-10-11,hip-hop,modern,1.0,2.0
0.65,139.938,0.862,-8.732,0.0932,0.95,0.0,0.341,0.602,12,Back in 09,Voodoo Benji,Voodoo Nights,2024-11-07,hip-hop,modern,0.0,11.0
0.721,173.048,0.468,-7.155,0.304,0.811,0.0,0.41,0.35,19,Don't You Cry,ROC,Don't You Cry,2024-11-08,hip-hop,modern,0.0,4.0
0.743,149.917,0.591,-6.769,0.242,0.603,3.15e-06,0.305,0.0231,14,NEW CHOP,Malone the Chemist,THE LETTER EYE,2024-11-08,hip-hop,modern,0.0,7.0
0.595,94.006,0.815,-8.061,0.0735,0.566,0.064,0.175,0.438,17,BIG DEAL,Pink Jagg,BIG DEAL,2024-08-30,hip-hop,modern,0.0,9.0
0.639,102.342,0.563,-9.439,0.0874,0.528,0.0,0.356,0.0814,18,"Wifey, Shordy, Bae",G DUBS,"Wifey, Shordy, Bae",2024-11-07,hip-hop,modern,1.0,0.0
0.618,120.063,0.81,-10.581,0.0296,0.804,0.000254,0.0382,0.0139,58,I Can See Clearly Now,Jimmy Cliff,Definitive Collection,1995-08-10,reggae,classic,1.0,7.0
0.663,170.743,0.586,-6.547,0.198,0.693,0.0,0.0825,0.161,56,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,reggae,classic,0.0,4.0
0.458,84.603,0.754,-10.558,0.106,0.744,5.86e-06,0.163,0.157,53,Revolution,Dennis Brown,Love & Hate,1996,reggae,classic,0.0,9.0
0.553,99.022,0.881,-7.376,0.0639,0.835,0.0,0.0487,0.075,51,True To Myself,Ziggy Marley,Reggae Classics,2007-12-28,reggae,classic,1.0,1.0
0.548,92.059,0.801,-5.482,0.387,0.627,0.000232,0.0516,0.0854,67,Badfish,Sublime,Jah Won't Pay The Bills,1991,reggae,classic,0.0,11.0
0.478,78.746,0.837,-5.861,0.0569,0.81,0.00129,0.0627,0.0571,58,Stone Love,Pepper,Kona Town,2002-03-26,reggae,classic,0.0,6.0
0.439,157.436,0.771,-5.835,0.13,0.892,0.000452,0.1,0.974,51,All My Loving,Prince Buster,"Ska and Rocksteady Collection, Vol. 1",2016-04-01,reggae,classic,0.0,0.0
0.54,84.115,0.773,-7.123,0.131,0.322,0.0,0.103,0.371,68,Dear Mama,2Pac,Me Against The World,1995-03-14,hip-hop,90s,1.0,6.0
0.703,94.828,0.813,-5.077,0.237,0.241,1.26e-06,0.268,0.125,68,Survival of the Fittest,Mobb Deep,The Infamous,1995-04-25,hip-hop,90s,0.0,11.0
0.666,96.662,0.848,-6.547,0.129,0.744,0.000699,0.274,0.173,68,Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),1990-04-17,hip-hop,90s,1.0,0.0
0.564,93.908,0.879,-7.682,0.0519,0.523,9.43e-06,0.247,0.0474,67,If I Ruled the World (Imagine That) (feat. Lauryn Hill),"Nas, Ms. Lauryn Hill",It Was Written,1996-07-02,hip-hop,90s,0.0,10.0
0.672,206.247,0.59,-11.792,0.147,0.688,1.04e-06,0.412,0.125,67,93 'Til Infinity,Souls Of Mischief,93 'til Infinity,1993-02-13,hip-hop,90s,1.0,1.0
0.589,90.438,0.782,-4.827,0.164,0.869,0.0,0.189,0.148,67,Ms. Fat Booty,Mos Def,Black On Both Sides,1999-10-12,hip-hop,90s,1.0,1.0
0.864,105.932,0.734,-6.119,0.246,0.47,9.85e-06,0.303,0.022,66,Intergalactic - Remastered 2009,Beastie Boys,Hello Nasty (Deluxe Edition/Remastered),1998-07-14,hip-hop,90s,1.0,2.0
0.737,90.519,0.671,-5.131,0.0596,0.197,0.00344,0.108,0.0338,66,Keep Their Heads Ringin',Dr. Dre,Keep Their Heads Ringin',1995-03-07,hip-hop,90s,1.0,0.0
0.814,138.083,0.88,-6.307,0.0584,0.942,0.00672,0.14,0.168,66,Big Pimpin',"JAY-Z, UGK",Vol. 3... Life And Times Of S. Carter,1999-12-28,hip-hop,90s,0.0,11.0
0.732,172.329,0.598,-7.013,0.508,0.595,0.0,0.425,0.144,68,Keep Ya Head Up,2Pac,Strictly 4 My N.I.G.G.A.Z...,1993-02-16,hip-hop,90s,1.0,4.0
0.619,109.92,0.833,-5.595,0.159,0.901,2.13e-05,0.0538,0.111,65,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,"Diddy, 112, Faith Evans",No Way Out (2014 Remaster),1997,hip-hop,90s,1.0,7.0
0.745,101.972,0.749,-10.625,0.333,0.481,0.00403,0.164,0.000501,65,Jump,Kris Kross,Totally Krossed Out,1992-03-17,hip-hop,90s,1.0,2.0
0.534,98.243,0.866,-9.201,0.0929,0.841,0.266,0.229,0.184,65,Electric Relaxation,A Tribe Called Quest,The Anthology,1999-10-26,hip-hop,90s,1.0,11.0
0.509,144.29,0.679,-7.31,0.438,0.534,0.0,0.0617,0.0856,65,Tha Crossroads,Bone Thugs-N-Harmony,E. 1999 Eternal,1995-07-25,hip-hop,90s,1.0,4.0
0.745,95.203,0.875,-5.878,0.287,0.75,2.4e-06,0.269,0.0227,64,Full Clip,Gang Starr,Full Clip: A Decade Of Gang Starr,1999-07-13,hip-hop,90s,1.0,1.0
0.682,91.771,0.831,-5.697,0.494,0.6,0.0,0.238,0.256,64,Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),1994-09-13,hip-hop,90s,1.0,7.0
0.443,92.035,0.804,-10.268,0.112,0.58,0.0225,0.134,0.0312,64,This D.J.,"Warren G, O.G.L.B.",Regulate… G Funk Era,1994-06-07,hip-hop,90s,0.0,6.0
0.763,94.981,0.634,-7.216,0.237,0.519,3.4e-06,0.323,0.32,64,Twinz (feat. Fat Joe),"Big Pun, Fat Joe",Capital Punishment,1998-04-28,hip-hop,90s,1.0,0.0
0.509,102.007,0.822,-12.31,0.771,0.823,7.26e-06,0.415,0.0353,64,Protect Ya Neck,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],1993-11-09,hip-hop,90s,0.0,8.0
0.416,96.188,0.846,-13.767,0.238,0.645,9.34e-06,0.118,0.156,66,I Get Around,"2Pac, Digital Underground",Strictly 4 My N.I.G.G.A.Z...,1993-02-16,hip-hop,90s,0.0,10.0
0.459,103.04,0.934,-7.654,0.222,0.697,0.0,0.189,0.0516,64,Got Your Money (feat. Kelis),"Ol' Dirty Bastard, Kelis",Nigga Please,1999,hip-hop,90s,1.0,1.0
0.679,76.993,0.884,-5.857,0.0289,0.591,0.00209,0.282,0.0957,64,Hard Knock Life (Ghetto Anthem),JAY-Z,Vol.2... Hard Knock Life,1998-11-29,hip-hop,90s,0.0,10.0
0.845,94.0,0.634,-5.058,0.0598,0.929,5.29e-06,0.352,0.00602,64,Nas Is Like,Nas,I Am...,1999-04-06,hip-hop,90s,0.0,11.0
0.72,93.76,0.838,-6.593,0.422,0.845,1.11e-05,0.384,0.0312,63,What You Want (feat. Total),"Mase, Total",Harlem World,1997,hip-hop,90s,0.0,10.0
0.609,98.125,0.652,-9.684,0.0573,0.646,8.79e-06,0.028,0.298,65,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,Survivor Greatest Hits,1993-01-01,rock,80s,0.0,9.0
0.501,97.419,0.619,-8.228,0.113,0.623,0.000808,0.174,0.662,66,Oh qu'elle est belle,"Jul, DYSTINCT",Décennie,2024-01-19,hip-hop,french,0.0,7.0
0.668,135.979,0.814,-6.474,0.152,0.716,0.0,0.299,0.0248,67,Faut pas,"PLK, Jul",Chambre 140 (Part.3),2024-02-01,hip-hop,french,1.0,11.0
0.593,72.494,0.738,-8.461,0.11,0.477,0.0,0.28,0.357,62,Ailleurs,Josman,J.000.$,2023-10-28,hip-hop,french,0.0,10.0
0.53,122.949,0.727,-9.169,0.101,0.444,0.000392,0.309,0.434,64,barcelona92,"Green Montana, SDM",SAUDADE,2024-04-04,hip-hop,french,0.0,0.0
0.722,115.592,0.637,-8.651,0.115,0.39,0.0,0.0995,0.126,55,Step,T-Koor,Step,2024-08-07,hip-hop,french,0.0,6.0
0.56,139.971,0.888,-7.0,0.114,0.859,2.24e-06,0.0449,0.475,44,Sensations,Jul,La route est longue,2023-12-08,hip-hop,french,0.0,8.0
0.668,147.078,0.605,-7.03,0.165,0.567,0.0,0.0817,0.203,60,NOTRE DAME,"Gazo, Tiakola",LA MELO EST GANGX,2023-12-01,hip-hop,french,0.0,10.0
0.678,145.9,0.735,-5.395,0.0936,0.708,3.97e-05,0.0959,0.575,64,CARTIER,"Gazo, Tiakola",LA MELO EST GANGX,2023-12-01,hip-hop,french,1.0,6.0
0.661,122.058,0.776,-5.663,0.143,0.963,6.7e-06,0.0534,0.481,58,LOCO,"GIMS, Lossa",Les dernières volontés de Mozart (Symphony),2024-01-25,hip-hop,french,0.0,6.0
0.408,102.029,0.777,-10.604,0.105,0.346,0.0113,0.0601,0.0527,45,777,RST,777,2024-09-13,hip-hop,french,1.0,1.0
0.404,106.933,0.92,-7.815,0.0869,0.523,7.84e-06,0.468,0.232,37,Merco Benz,Key Largo,July Key,2020-07-09,hip-hop,french,0.0,2.0
0.693,87.973,0.702,-4.941,0.0702,0.572,0.0,0.191,0.139,68,MAMI WATA,"Gazo, Tiakola",LA MELO EST GANGX,2023-12-01,hip-hop,french,0.0,5.0
0.723,182.912,0.579,-5.598,0.0829,0.623,1.67e-05,0.278,0.263,45,Aller sans retour,"Zola, Koba LaD",Aller sans retour,2023-12-08,hip-hop,french,1.0,6.0
0.73,133.021,0.781,-6.663,0.133,0.581,0.0,0.144,0.0186,51,J'fais plaisir à la zone,"Jul, SDM",J'fais plaisir à la zone,2023-12-07,hip-hop,french,0.0,11.0
0.791,118.652,0.804,-3.398,0.113,0.422,0.0,0.0804,0.214,49,ON DÉGAINE,Guy2Bezbar,AMBITION,2023-11-17,hip-hop,french,1.0,1.0
0.564,102.009,0.807,-8.764,0.126,0.595,0.0,0.11,0.133,27,Amer,"Le U, Akim Beats",Amer,2024-07-25,hip-hop,french,0.0,0.0
0.531,122.03,0.924,-5.954,0.114,0.532,0.0,0.453,0.142,38,Chaque matin,"Key Largo, LEDG",Chaque matin,2018-01-24,hip-hop,french,1.0,3.0
0.5,147.065,0.638,-10.852,0.159,0.336,2.16e-06,0.102,0.478,41,LOYAL,La Fève,LOYAL,2023-11-23,hip-hop,french,1.0,0.0
0.572,75.903,0.578,-10.928,0.108,0.328,6.91e-05,0.103,0.329,25,intensément,AMO,intensément,2024-10-04,hip-hop,french,0.0,5.0
0.584,143.951,0.795,-6.726,0.0801,0.686,0.0,0.316,0.239,51,Les Flammes,Josman,J.000.$,2023-10-28,hip-hop,french,0.0,2.0
0.676,129.914,0.772,-7.145,0.175,0.459,2.11e-06,0.146,0.258,45,HELLO (feat. JEY BROWNIE & Josman),"Guy2Bezbar, JEY BROWNIE, Josman",AMBITION,2023-11-17,hip-hop,french,0.0,8.0
0.7,94.054,0.871,-5.93,0.102,0.543,4.21e-05,0.206,0.079,60,VIBES,Favé,IL LE FALLAIT,2023-10-13,hip-hop,french,1.0,2.0
0.747,98.229,0.534,-6.412,0.21,0.523,0.0,0.315,0.231,46,Magot,"Werenoi, SCH",Telegram 2,2023-09-21,hip-hop,french,0.0,1.0
0.817,117.88,0.509,-6.211,0.339,0.139,0.233,0.058,0.363,51,Gaza,"Un jour de paix, PNL",Gaza,2023-12-09,hip-hop,french,1.0,5.0
0.602,159.971,0.709,-5.054,0.312,0.844,6.3e-05,0.273,0.12,62,Hot Mess,aespa,Hot Mess,2024-07-03,k-pop,modern,1.0,7.0
0.759,117.005,0.811,-4.24,0.145,0.83,9.24e-06,0.0535,0.0197,63,Boom Boom Bass,RIIZE,RIIZING - The 1st Mini Album,2024-06-17,k-pop,modern,0.0,5.0
0.568,105.964,0.72,-4.483,0.164,0.634,0.0,0.051,0.0323,61,Cosmic,Red Velvet,Cosmic,2024-06-24,k-pop,modern,1.0,1.0
0.879,105.036,0.546,-4.583,0.166,0.6,0.0,0.348,0.0296,50,Give Me That - Korean Version,WayV,Give Me That - The 5th Mini Album,2024-06-03,k-pop,modern,0.0,2.0
0.831,120.007,0.765,-5.1,0.324,0.778,0.0,0.0476,0.024,54,KING KONG,TREASURE,KING KONG,2024-05-28,k-pop,modern,0.0,5.0
0.828,104.978,0.807,-2.928,0.143,0.672,7.91e-06,0.0628,0.00101,49,Siren,RIIZE,RIIZING - The 1st Mini Album,2024-06-17,k-pop,modern,1.0,1.0
0.693,150.85,0.573,-6.22,0.196,0.837,0.00424,0.321,0.609,25,NANA,Yung Caza,NANA,2024-11-08,latin,chill,1.0,6.0
0.635,119.037,0.801,-5.716,0.088,0.286,0.000489,0.0359,0.282,20,felices los 3,Auggie Velarde,felices los 3,2024-10-08,latin,chill,1.0,7.0
0.268,179.277,0.458,-7.547,0.105,0.335,0.0,0.0386,0.806,18,No es Cierto - Versión Acústica,caoba,No es Cierto (Versión Acústica),2024-07-05,latin,chill,1.0,2.0
0.41,144.206,0.698,-11.064,0.11,0.189,0.0,0.24,0.0222,22,Loto,"Sunny Laurent, 93bustdown, Scottie",Loto,2024-04-04,latin,chill,1.0,2.0
0.538,87.166,0.452,-12.384,0.118,0.318,0.0105,0.251,0.362,12,¿Puedo parar un instante?,Afroboy,¿Puedo parar un instante?,2023-12-01,latin,chill,0.0,5.0
0.338,121.957,0.656,-14.456,0.583,0.49,0.0,0.358,0.571,13,NO HAGO MUSIC PA PEGARME,Chill Vif,NO HAGO MUSIC PA PEGARME,2023-06-02,latin,chill,0.0,2.0
0.59,82.983,0.713,-6.314,0.191,0.494,5.47e-05,0.0823,0.604,39,Gracias por Todo,RAFIK,Gracias por Todo,2024-08-16,latin,chill,0.0,1.0
0.501,135.204,0.683,-8.294,0.184,0.234,6.83e-06,0.051,0.76,35,5 Senti 2,Cupido,Préstame Un Sentimiento,2019-02-14,latin,chill,1.0,0.0
0.571,124.915,0.699,-7.955,0.431,0.38,0.0,0.0447,0.278,38,U Know,Cupido,Préstame Un Sentimiento,2019-02-14,latin,chill,0.0,4.0
0.876,122.96,0.784,-5.155,0.125,0.517,0.0231,0.0329,0.032,42,No Sabes Mentir,Cupido,Préstame Un Sentimiento,2019-02-14,latin,chill,0.0,5.0
0.453,148.139,0.79,-10.816,0.0996,0.591,0.0,0.0992,0.785,39,Autoestima,Cupido,Préstame Un Sentimiento,2019-02-14,latin,chill,0.0,5.0
0.786,111.989,0.781,-5.211,0.107,0.759,5.88e-06,0.0885,0.115,68,BUBALU,"Feid, Rema",BUBALU,2023-09-22,latin,chill,0.0,6.0
0.528,105.972,0.842,-10.577,0.0481,0.476,0.00346,0.0845,0.157,12,Be Honest,"Denilson, WMC",Be Honest,2021-06-04,latin,chill,1.0,5.0
0.828,173.876,0.75,-4.453,0.0647,0.91,0.0,0.101,0.382,12,Me Gusta,Gretch'N,Me Gusta,2023-11-03,latin,chill,0.0,10.0
0.521,97.981,0.872,-7.14,0.0799,0.736,0.00706,0.0837,0.385,19,High,FL,High,2024-08-23,latin,chill,0.0,6.0
0.782,189.901,0.698,-6.726,0.0686,0.881,0.00467,0.278,0.194,22,Dame,Felix Rovitto,Dame,2024-04-19,latin,chill,0.0,10.0
0.449,199.905,0.667,-11.041,0.0953,0.386,0.0432,0.22,0.407,13,Both Ways,WMC,Both Ways,2022-07-15,latin,chill,0.0,6.0
0.546,83.006,0.487,-7.729,0.125,0.446,0.0,0.209,0.134,33,Te Quiodio,Pol Granch,Te Quiodio,2019-08-23,latin,chill,1.0,7.0
0.821,175.818,0.772,-4.889,0.0888,0.55,0.000231,0.326,0.036,32,22:23,Don Patricio,22:23,2019-12-23,latin,chill,0.0,6.0
0.311,180.05,0.56,-8.508,0.0706,0.452,6.02e-05,0.038,0.934,61,Ya No Te Hago Falta,Sen Senra,Sensaciones,2019-11-29,latin,chill,1.0,9.0
0.535,139.871,0.76,-8.255,0.0904,0.501,1.02e-05,0.043,0.65,28,Por Ti,"Lucía Fernanda, Rocco S",Por Ti,2020-03-27,latin,chill,1.0,0.0
0.272,126.83,0.597,-12.422,0.153,0.341,0.0,0.112,0.707,32,Ojos de Serpiente,DORA,Ojos de Serpiente,2020-03-06,latin,chill,0.0,2.0
0.415,169.999,0.836,-6.559,0.123,0.131,0.000523,0.424,0.0575,26,Dolores,Choclock,Bruno,2019-11-29,latin,chill,1.0,7.0
0.413,84.999,0.46,-10.717,0.116,0.128,1.8e-06,0.186,0.776,31,llueve,"Natalia Lacunza, mori",ep2 🌧,2020-03-12,latin,chill,1.0,0.0
0.146,105.081,0.697,-18.848,0.137,0.432,0.00353,0.042,0.957,19,untitled2,mori,untitled2,2019-06-09,latin,chill,0.0,4.0
0.337,120.03,0.669,-11.434,0.123,0.297,0.0119,0.0416,0.821,24,todo lo que hago cuando no estás,mori,todo lo que hago cuando no estás,2020-03-06,latin,chill,1.0,7.0
0.584,106.66,0.674,-9.355,0.207,0.098,0.229,0.449,0.363,22,licor y hielos,Kiddie Gang,licor y hielos,2020-02-12,latin,chill,1.0,1.0
0.308,118.915,0.366,-11.427,0.0932,0.0999,2.23e-05,0.0382,0.247,57,309,Nsqk,Botánica,2020-01-31,latin,chill,1.0,4.0
0.737,171.924,0.612,-6.246,0.101,0.532,0.0244,0.284,0.763,22,En Verano,Gabriela Richardson,En Verano,2019-07-26,latin,chill,1.0,1.0
0.585,113.312,0.775,-10.405,0.213,0.446,0.307,0.261,0.509,19,Cacería,Yarea,Cacería,2020-04-03,latin,chill,1.0,9.0
0.35,161.747,0.456,-12.743,0.0838,0.233,0.024,0.0388,0.665,25,vanish,"$kyhook, mori",vanish,2020-04-24,latin,chill,1.0,1.0
0.655,100.002,0.691,-5.854,0.243,0.187,3.83e-06,0.0703,0.339,15,I Had a Dream,LANE,I Had a Dream,2020-02-21,latin,chill,0.0,9.0
0.408,119.43,0.48,-10.184,0.0977,0.474,0.0,0.0497,0.648,31,Por Si Apareces,Alice Wonder,Por Si Apareces,2020-04-24,latin,chill,0.0,7.0
0.304,82.939,0.889,-11.076,0.109,0.619,0.324,0.23,0.714,44,Barcelona,"Pajaro Sunrise, Yuri Méndez",Barcelona,2020-04-24,latin,chill,0.0,9.0
0.377,134.994,0.917,-5.132,0.298,0.398,0.00367,0.161,0.474,50,Nunca Estoy,C. Tangana,Nunca Estoy,2020-04-23,latin,chill,1.0,2.0
0.656,131.372,0.554,-9.489,0.0878,0.438,0.0,0.5,0.766,22,Your Face,"Evol December, Duccbod",Vintage Dreamz,2018-12-20,latin,chill,0.0,7.0
0.357,130.0,0.764,-12.364,0.107,0.552,0.0,0.139,0.648,47,Ojitos de Md,Axel Fiks,Ojitos de Md,2020-02-14,latin,chill,1.0,4.0
0.312,103.195,0.655,-13.075,0.147,0.454,0.305,0.246,0.54,40,Dos X Tres (Demo),"Sebastián Cortés, Roy Borland",Dos X Tres (Demo),2019-09-23,latin,chill,0.0,6.0
0.683,140.108,0.796,-2.754,0.107,0.353,0.0,0.15,0.108,63,La Playa,Myke Towers,La Playa,2019-04-09,latin,chill,0.0,10.0
0.539,120.071,0.698,-7.3,0.122,0.213,2.61e-05,0.0386,0.414,33,5AM,Volver,5AM,2020-02-28,latin,chill,1.0,0.0
0.665,100.05,0.846,-9.437,0.0818,0.568,0.000665,0.209,0.12,21,Estoy que muerdo,Santi Pidal,Estoy que muerdo,2020-01-27,latin,chill,1.0,0.0
0.567,103.049,0.635,-6.436,0.0898,0.439,0.0153,0.0575,0.756,21,No Sentir Nada,Marem Ladson,No Sentir Nada,2020-02-28,latin,chill,0.0,6.0
0.257,70.01,0.666,-10.862,0.103,0.337,0.000263,0.0562,0.229,12,Lejos de Mi,FLORIAN,Lejos de Mi,2020-04-10,latin,chill,1.0,5.0
0.483,160.078,0.662,-10.701,0.482,0.492,0.00224,0.133,0.235,27,Girasoles De Van Gogh,Cometta,Vol. 1,2020-05-07,latin,chill,0.0,1.0
0.766,179.945,0.667,-4.907,0.208,0.496,2.85e-05,0.156,0.389,48,Como habla una mujer (feat. C. Tangana),"Paula Cendejas, C. Tangana",Como habla una mujer (feat. C. Tangana),2020-06-18,latin,chill,0.0,11.0
0.775,195.812,0.66,-6.499,0.0915,0.372,0.000501,0.311,0.0549,23,Antes de Morirme (Remix),GA,Antes de Morirme (Remix),2019-04-17,latin,chill,0.0,8.0
0.33,119.003,0.861,-9.442,0.13,0.582,0.000157,0.055,0.601,27,no estás,daniel sabater,no estás,2020-08-07,latin,chill,1.0,6.0
0.706,188.006,0.687,-5.4,0.11,0.758,0.172,0.276,0.0229,43,Mal,"SAG, Lvtin Mvfia",Mal,2020-06-05,latin,chill,0.0,6.0
0.548,93.014,0.84,-8.856,0.362,0.654,0.0,0.0773,0.107,30,Borracho,Sebastián Cortés,Borracho,2020-05-15,latin,chill,1.0,5.0
0.413,81.026,0.703,-13.929,0.352,0.5,0.0133,0.122,0.601,26,Chiquillo,OjosPielCanela,Chiquillo,2019-11-28,latin,chill,0.0,4.0
0.438,139.963,0.802,-10.924,0.0687,0.263,0.0143,0.0546,0.314,26,Trihte,Kimberley Tell,Trihte,2020-01-20,latin,chill,1.0,0.0
0.449,90.031,0.611,-11.27,0.149,0.414,0.000561,0.0338,0.292,18,Aguaceros,Vale,Aguaceros,2019-12-22,latin,chill,0.0,11.0
0.319,195.48,0.414,-13.505,0.349,0.377,0.0,0.0734,0.441,15,Barcelona,Frank Yates,Barcelona,2019-08-02,latin,chill,1.0,5.0
0.329,180.005,0.596,-8.283,0.0754,0.284,0.0,0.0501,0.577,34,cómo quieres que me enfade,"daniel sabater, ROJAZ",cómo quieres que me enfade,2020-04-16,latin,chill,1.0,9.0
0.613,105.064,0.667,-5.604,0.174,0.54,0.0,0.0412,0.372,54,Sueño (con Pablo Alborán),"Beret, Pablo Alborán",Prisma,2019-10-25,latin,chill,0.0,8.0
0.304,141.904,0.596,-13.116,0.127,0.0548,0.237,0.0341,0.00904,25,Islas Desiertas,Casero,Islas Desiertas,2020-03-19,latin,chill,0.0,0.0
0.599,133.957,0.544,-7.942,0.365,0.656,1.23e-05,0.204,0.565,36,Ya,"Flavio, daniel sabater",Ya,2020-10-30,latin,chill,1.0,6.0
0.182,128.009,0.715,-13.393,0.301,0.393,5.92e-05,0.0507,0.73,51,Nada Y Nadie,Sen Senra,Nada Y Nadie,2020-05-06,latin,chill,0.0,5.0
0.846,176.009,0.733,-3.692,0.0947,0.961,0.0,0.0662,0.309,37,Me mata,Beret,Prisma,2019-10-25,latin,chill,1.0,7.0
0.554,110.037,0.779,-6.141,0.0965,0.397,0.114,0.0479,0.348,28,Todo me sabe a poco,Alizzz,Todo me sabe a poco,2020-09-16,latin,chill,1.0,5.0
0.263,68.056,0.572,-9.056,0.123,0.289,0.000189,0.0336,0.882,16,Oh Keira,Miren,Oh Keira,2019-08-21,latin,chill,0.0,1.0
0.507,109.996,0.852,-7.744,0.32,0.498,4.99e-06,0.0692,0.353,36,Todo contigo,Yoly Saa,Todo contigo,2019-11-22,latin,chill,1.0,11.0
0.621,153.939,0.834,-6.63,0.184,0.723,0.000686,0.402,0.334,38,Mi Condena,"Vic Mirallas, MARO",Mi Condena,2020-06-19,latin,chill,0.0,11.0
0.328,110.015,0.637,-12.426,0.0927,0.2,4.79e-05,0.0419,0.79,19,3weeks,mori,3weeks,2020-06-05,latin,chill,0.0,9.0
0.476,97.945,0.802,-10.064,0.295,0.644,0.0,0.0563,0.292,33,Daiwal,"Marc Seguí, Xavibo",Daiwal,2020-05-29,latin,chill,1.0,9.0
0.316,147.96,0.49,-8.089,0.0985,0.575,0.0,0.0669,0.765,39,This City Remix (con Camilo),"Sam Fischer, Camilo",This City Remix (con Camilo),2020-05-28,latin,chill,1.0,11.0
0.417,122.976,0.61,-10.344,0.102,0.25,0.127,0.0451,0.348,26,Al Margen de Ojalá,Andrés Iwasaki,Al Margen de Ojalá,2020-03-13,latin,chill,0.0,4.0
0.495,152.967,0.484,-7.898,0.109,0.351,0.0,0.0462,0.573,21,corazón mármol,Alice Wonder,Corazón Mármol,2020-05-29,latin,chill,0.0,5.0
0.684,75.233,0.672,-5.682,0.183,0.62,0.0261,0.316,0.125,63,No Te Debí Besar,"C. Tangana, Paloma Mami",No Te Debí Besar,2019-09-12,latin,chill,0.0,9.0
0.644,115.001,0.7,-10.832,0.113,0.296,0.0124,0.036,0.231,20,Ritmo Desconocido,"Dan García, Sergio Mayer Mori",Ritmo Desconocido,2019-08-30,latin,chill,0.0,8.0
0.777,196.076,0.592,-8.631,0.106,0.109,2.08e-06,0.256,0.00868,17,Culpable,DEVA,WOMAN,2020-11-13,latin,chill,0.0,6.0
0.459,123.942,0.736,-10.097,0.111,0.459,0.0,0.0576,0.663,14,Dimelo,Sofi de la Torre,Dimelo,2019-10-18,latin,chill,1.0,0.0
0.3,119.711,0.741,-10.506,0.135,0.427,0.0,0.397,0.463,42,a otro lado,Natalia Lacunza,ep2 🌧,2020-03-12,latin,chill,0.0,7.0
0.399,124.049,0.801,-7.296,0.239,0.359,1.5e-06,0.107,0.529,36,Comerte Entera,"C. Tangana, Toquinho",Comerte Entera,2021-01-14,latin,chill,0.0,2.0
0.408,104.975,0.856,-11.207,0.271,0.542,0.0759,0.0401,0.874,40,La Luna,Kora,Renacer Pt. 1,2021-01-14,latin,chill,0.0,9.0
0.451,99.795,0.62,-9.896,0.101,0.313,0.0,0.157,0.887,35,Mañana,"Xadi, Nina Cobham",Mañana,2020-10-29,latin,chill,0.0,3.0
0.357,149.895,0.722,-10.487,0.0863,0.641,0.155,0.0996,0.814,40,La Luz - A COLORS SHOW,María José Llergo,La Luz - A COLORS SHOW,2020-11-16,latin,chill,0.0,9.0
0.456,80.03,0.735,-7.484,0.12,0.454,0.0,0.114,0.44,28,Verdadero,Marc Seguí,Verdadero,2021-01-26,latin,chill,0.0,1.0
0.704,87.941,0.615,-6.255,0.422,0.484,4.14e-05,0.0455,0.405,30,Mp3,Mario Puglia,Mp3,2020-06-26,latin,chill,1.0,4.0
0.296,127.938,0.761,-10.22,0.134,0.579,0.000492,0.0484,0.551,63,Párteme La Cara,"C. Tangana, Ed Maverick",El Madrileño,2021-02-26,latin,chill,1.0,0.0
0.564,144.96,0.726,-9.121,0.121,0.519,0.0,0.141,0.479,17,menta,"daniel sabater, KICKBOMBO",menta,2021-03-05,latin,chill,1.0,0.0
0.557,118.014,0.702,-6.73,0.143,0.622,0.000398,0.0287,0.132,29,Ebai,Marc Seguí,Ebai,2021-03-05,latin,chill,1.0,1.0
0.482,104.39,0.458,-8.626,0.0756,0.128,0.0057,0.0538,0.262,27,Don't Wanna Lie,LANE,Don't Wanna Lie,2020-07-09,latin,chill,0.0,6.0
0.399,130.003,0.833,-4.876,0.139,0.788,0.0,0.0621,0.821,31,EGO,Bad Milk,EGO,2021-01-28,latin,chill,1.0,4.0
0.682,111.99,0.867,-4.423,0.0402,0.475,2.47e-06,0.0438,0.111,47,Arizona,"Lojay, Olamide",Arizona,2023-11-24,arabic,modern,1.0,2.0
0.32,101.951,0.717,-13.804,0.0704,0.719,0.0,0.288,0.574,47,Born Fi Dis,Balloranking,Ghetto Vibrations,2023-11-20,arabic,modern,1.0,6.0
0.63,103.529,0.721,-5.716,0.135,0.819,0.0143,0.275,0.204,43,Sakara,Zinoleesky,Sakara,2023-12-15,arabic,modern,1.0,8.0
