energy,tempo,danceability,loudness,liveness,valence,instrumentalness,speechiness,acousticness,track_popularity,track_name,track_artist,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,mode,key
0.653,120.051,0.652,-9.869,0.138,0.0745,0.0273,0.0704,0.428,54,Somebody’s Watching Me,"ItsArius, Lynnic, Dinia",Somebody’s Watching Me,2024-07-26,electronic,afro house,0.0,11.0
0.726,122.978,0.7,-9.583,0.115,0.122,0.046,0.0358,0.132,50,It's Not Right - Radio Edit,"Gianni Romano, Emanuele Esposito, Helen Tesfazghi",It's Not Right (Remixes Part I),2023-01-13,electronic,afro house,1.0,1.0
0.816,121.983,0.701,-10.55,0.123,0.207,0.413,0.0355,0.0112,63,Your Voice - Adam Port Remix,"Caiiro, AWEN, Adam Port",Your Voice (Adam Port Remix),2022-08-19,electronic,afro house,0.0,11.0
0.794,123.025,0.679,-9.803,0.0928,0.389,0.51,0.0353,0.389,66,Anchor Point,"Ahmed Spins, Stevo Atambire",Anchor Point EP,2022-06-03,electronic,afro house,1.0,2.0
0.878,129.996,0.521,-4.424,0.124,0.563,0.000299,0.0273,0.158,48,Dancing Nihilist,Pathetic,Dancing Nihilist,2023-08-25,electronic,experimental,1.0,7.0
0.505,114.532,0.51,-13.053,0.117,0.318,0.96,0.0344,0.342,62,Xtal,Aphex Twin,Selected Ambient Works 85-92,1992-02-10,electronic,experimental,0.0,9.0
0.8,121.873,0.655,-11.549,0.0927,0.108,0.888,0.0541,0.0337,35,̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉,2018-03-15,electronic,experimental,0.0,11.0
0.128,129.995,0.571,-18.872,0.107,0.263,0.955,0.0422,0.949,37,Adrift,Yamaneko,Pixel Wave Embrace,2014-11-24,electronic,experimental,1.0,7.0
0.444,177.954,0.465,-23.11,0.123,0.957,0.932,0.0332,0.907,36,awakenin,RAMZi,hyphea,2022-11-28,electronic,experimental,1.0,5.0
0.306,120.024,0.643,-18.385,0.0999,0.211,0.909,0.0504,0.958,36,Night Arp Blues,Indian Wells,New Ruins,2020-10-22,electronic,experimental,0.0,10.0
0.237,76.739,0.365,-28.82,0.106,0.796,0.964,0.0689,0.985,32,Sink,7038634357,Electric,2022-09-22,electronic,experimental,0.0,0.0
0.665,179.42,0.265,-9.731,0.38,0.188,0.855,0.0472,0.107,32,Red Curbs Loop (Stuff I Dream About),Teebs,Collections 01,2011-11-07,electronic,experimental,1.0,8.0
0.404,149.846,0.254,-14.197,0.0789,0.112,0.929,0.0299,0.889,35,Vizion - Centered,Machinedrum,Vapor City Archives,2014-11-17,electronic,experimental,1.0,0.0
0.204,79.158,0.126,-21.014,0.091,0.0393,0.834,0.0381,0.811,48,Memory Arc,Rival Consoles,Persona,2018-04-13,electronic,experimental,0.0,6.0
0.923,94.989,0.633,-3.974,0.113,0.199,0.746,0.0418,0.474,27,Sol,Dinamarca,Sol De Mi Vida,2018-06-15,electronic,experimental,0.0,2.0
0.914,134.994,0.525,-4.964,0.444,0.96,0.926,0.0283,0.00679,46,2008,Pathetic,2008,2023-01-20,electronic,experimental,1.0,5.0
0.486,119.319,0.765,-14.671,0.332,0.303,0.876,0.0724,0.42,55,Pulsewidth,Aphex Twin,Selected Ambient Works 85-92,1992-02-10,electronic,experimental,1.0,1.0
0.93,129.028,0.852,-7.02,0.0573,0.236,0.494,0.209,0.0127,37,()vȯ)) ̷̨ʅ(۝ʅ(Ɵʅ():::()̵̳̗̊(Ɵʅ()vȯ)) ̷̨ʅ,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,()vȯ)) ̷̨ʅ(۝ʅ(Ɵʅ():::()̵̳̗̊(Ɵʅ()vȯ)) ̷̨ʅ,2022-08-19,electronic,experimental,1.0,1.0
0.988,79.147,0.508,-4.262,0.288,0.273,0.804,0.121,0.0933,59,Heroine,Dimitri Vegas & Like Mike,Heroine,2024-10-11,electronic,hardstyle,1.0,1.0
0.851,159.957,0.219,-3.706,0.0984,0.152,0.132,0.0534,0.1,62,Falling In Love,"Hardwell, Outsiders",Falling In Love,2024-10-11,electronic,hardstyle,1.0,8.0
0.992,159.991,0.574,-2.363,0.229,0.41,0.0001,0.327,0.0129,56,WELCOME 2 DA RECORDSHOP,Rooler,WELCOME 2 DA RECORDSHOP,2024-11-07,electronic,hardstyle,0.0,11.0
0.898,169.913,0.531,-0.892,0.61,0.297,0.00012,0.327,0.0761,61,DON'T SLEEP,"Slaughterhouse, N-Vitral, Deadly Guns",DON'T SLEEP,2024-09-20,electronic,hardstyle,1.0,0.0
0.974,150.008,0.495,-2.801,0.369,0.316,1.19e-06,0.0642,0.000396,52,The Age Of Love - Brennan Heart & ANDY SVGE Remix,"Age Of Love, Brennan Heart, ANDY SVGE",The Age Of Love (Brennan Heart & ANDY SVGE Remix),2024-11-01,electronic,hardstyle,1.0,1.0
0.911,154.986,0.427,-1.028,0.18,0.227,0.00525,0.0598,0.0289,46,New Perspective,"Frontliner, The Prophet",New Perspective,2024-11-15,electronic,hardstyle,1.0,6.0
0.951,155.01,0.422,-1.785,0.111,0.263,0.0,0.397,0.00552,55,Ride Or Die,"Ran-D, Rebelion",Ride Or Die,2024-11-07,electronic,hardstyle,0.0,8.0
0.935,157.992,0.529,-0.993,0.63,0.699,0.0,0.193,0.0279,53,Redemption & Rage,"Radical Redemption, Act of Rage, GLDY LX",Redemption & Rage,2024-10-25,electronic,hardstyle,1.0,8.0
0.895,154.999,0.695,-4.263,0.0452,0.776,0.601,0.0873,0.00125,41,Off My Face,"Toneshifterz, Colin Hennerz, Audiofreq, Code Black, 3Blokes",Off My Face,2024-11-14,electronic,hardstyle,0.0,9.0
0.96,156.952,0.598,-1.194,0.247,0.0903,0.0,0.165,0.0273,46,Do What I Wanna Do - Rave Mix,"LNY TNZ, Lil Jon",Do What I Wanna Do (EP),2024-10-18,electronic,hardstyle,1.0,5.0
0.726,154.984,0.342,-6.274,0.102,0.155,1.06e-06,0.0507,0.00756,52,Defiance,"Wildstylez, Sound Rush",Defiance,2024-10-25,electronic,hardstyle,0.0,4.0
0.996,100.02,0.569,-0.45,0.707,0.461,0.0114,0.224,0.198,60,Wanna Play?,The Prophet,Wanna Play?,2019-05-22,electronic,hardstyle,1.0,5.0
0.977,92.5,0.633,1.075,0.448,0.404,0.000351,0.0513,0.00131,50,Drop That,Lil Texas,Drop That,2024-10-25,electronic,hardstyle,1.0,2.0
0.877,155.063,0.337,-5.74,0.104,0.125,0.0306,0.126,0.00575,57,Live Forever,Headhunterz,Live Forever,2024-11-01,electronic,hardstyle,0.0,11.0
0.902,153.064,0.432,-5.566,0.124,0.211,0.00748,0.0752,0.00253,57,Save Me,"Sub Zero Project, Rebelion",Save Me,2024-10-03,electronic,hardstyle,0.0,3.0
0.917,150.086,0.584,-4.989,0.801,0.411,0.000481,0.061,0.0156,60,Turn The Tide,"Felix Harrer, Jerome",Turn The Tide,2024-05-31,electronic,hardstyle,0.0,9.0
0.987,157.275,0.688,-6.85,0.116,0.276,0.871,0.0771,0.104,52,Woops - Dimitri Vegas & Junkie Kid Remix,"Dj Bountyhunter, Dimitri Vegas, Junkie Kid",Woops (Dimitri Vegas & Junkie Kid Remix),2024-10-18,electronic,hardstyle,1.0,7.0
0.95,150.024,0.497,-2.087,0.22,0.557,0.000129,0.0336,0.0699,59,Keep on Moving,Jordiz,Keep on Moving,2021-06-25,electronic,hardstyle,1.0,10.0
0.966,154.973,0.402,-2.273,0.0809,0.781,1.91e-05,0.0857,0.00482,53,Crossover,"Da Tweekaz, Used, LePrince",Crossover,2024-10-18,electronic,hardstyle,1.0,1.0
0.682,149.996,0.237,-5.343,0.111,0.0856,0.872,0.048,0.00351,55,Now We Are Free,"Brennan Heart, Timmy Trumpet, Blademasterz",Now We Are Free,2024-09-20,electronic,hardstyle,0.0,6.0
0.995,155.046,0.544,-2.918,0.642,0.0782,0.000336,0.362,0.0323,52,Open Sesame (Abracadabra) - D-Block & S-te-Fan Remix,"Maddix, Leila K, D-Block & S-te-Fan",Open Sesame (Abracadabra) [D-Block & S-te-Fan Remix],2024-05-03,electronic,hardstyle,0.0,11.0
0.91,180.059,0.432,-3.902,0.772,0.249,0.0838,0.0636,0.000751,59,TAKE ME AWAY,"Rooler, Sickmode, Paul Elstak",TAKE ME AWAY,2024-05-23,electronic,hardstyle,1.0,1.0
0.92,145.176,0.457,-4.309,0.133,0.39,3.43e-05,0.102,0.0137,59,Moonlight Shadow,"W&W, Groove Coverage",Moonlight Shadow,2021-11-26,electronic,hardstyle,1.0,5.0
0.991,160.029,0.624,-1.28,0.371,0.301,0.00169,0.207,0.00869,58,Ratata - Outsiders Remix,"La Fuente, Outsiders",Ratata (Outsiders Remix),2024-06-07,electronic,hardstyle,0.0,1.0
0.959,159.97,0.771,-0.75,0.321,0.361,0.213,0.37,0.129,58,Dangerous,"Basswell, So Juice",Dangerous,2024-04-19,electronic,hardstyle,1.0,4.0
0.998,160.02,0.522,-3.728,0.375,0.124,0.564,0.262,0.000894,57,Hard Beat,"TNT, Darren Styles, Technoboy, Tuneboy",Hard Beat,2024-07-11,electronic,hardstyle,1.0,1.0
0.963,154.974,0.452,-2.786,0.426,0.154,3.39e-05,0.114,0.0164,57,Behind Enemy Lines,"Ran-D, D-Block & S-te-Fan",Behind Enemy Lines,2024-10-25,electronic,hardstyle,0.0,4.0
0.944,150.065,0.5,-1.975,0.638,0.404,0.148,0.0373,0.0378,57,Weekend!,Jordiz,Weekend!,2021-03-26,electronic,hardstyle,1.0,8.0
0.97,159.944,0.533,-0.317,0.309,0.386,0.001,0.352,0.06,56,Burning Down,Dual Damage,Burning Down,2024-07-25,electronic,hardstyle,0.0,5.0
0.909,159.898,0.577,-3.746,0.957,0.929,0.0,0.279,0.141,56,DOWN DOWN,"Sickmode, Rooler",WELCOME TO THE GANG VOL. 2,2022-12-08,electronic,hardstyle,1.0,6.0
0.993,159.915,0.599,-1.494,0.0654,0.182,0.00823,0.28,0.0894,56,Hit The Floor,"Bloodlust, Holy Priest",Hit The Floor,2024-06-20,electronic,hardstyle,1.0,11.0
0.914,154.955,0.394,-3.048,0.335,0.0864,0.000539,0.0856,0.00732,56,Gimme Bass,Outsiders,Gimme Bass,2022-10-27,electronic,hardstyle,0.0,9.0
0.98,159.991,0.445,-2.042,0.975,0.209,0.000473,0.398,0.00321,56,FCK DAT!,"Rooler, Kronos",FCK DAT!,2023-06-08,electronic,hardstyle,0.0,10.0
0.966,89.72,0.3,-3.671,0.574,0.17,0.333,0.102,0.00106,56,Anadrol,Yosuf,Anadrol,2022-03-17,electronic,hardstyle,1.0,7.0
0.99,160.046,0.487,-2.282,0.331,0.161,0.843,0.094,0.000595,55,DLMD,"Darren Styles, TNT, Technoboy, Tuneboy",DLMD,2020-04-16,electronic,hardstyle,1.0,0.0
0.905,149.965,0.509,-3.696,0.623,0.217,5.54e-05,0.0661,0.00573,55,I Like To Move It,"AXMO, le Shuuk, LePrince",I Like To Move It,2023-06-23,electronic,hardstyle,0.0,0.0
0.936,160.04,0.636,-6.463,0.164,0.141,0.925,0.32,0.0198,55,Rave Mozart,"W&W, Vini Vici",Rave Mozart,2024-05-03,electronic,hardstyle,1.0,7.0
0.988,100.025,0.567,-2.879,0.149,0.0634,0.0351,0.187,0.0232,54,Trip to Valhalla,Dr. Peacock,Trip to Valhalla,2021-02-19,electronic,hardstyle,1.0,1.0
0.896,165.054,0.332,-4.649,0.379,0.173,0.0146,0.226,0.0218,54,Melody Of The World,"Dimitri Vegas & Like Mike, Loic D, Ronald-V",Melody Of The World,2024-09-06,electronic,hardstyle,0.0,11.0
0.864,160.04,0.557,-4.574,0.878,0.464,0.0084,0.0702,0.0151,54,GO STUPID,Sickmode,GO STUPID,2022-04-07,electronic,hardstyle,0.0,11.0
0.925,154.915,0.498,-4.161,0.282,0.585,0.0,0.0653,0.0284,54,I Want It All,Da Tweekaz,I Want It All,2023-10-27,electronic,hardstyle,1.0,2.0
0.803,154.952,0.553,-5.066,0.27,0.368,1.06e-06,0.0973,0.00232,54,I Like To Party,"AXMO, DJ Junior (TW)",I Like To Party,2022-09-16,electronic,hardstyle,0.0,6.0
0.989,145.019,0.676,-2.731,0.311,0.553,0.0022,0.13,0.0442,54,Come With Me,"W&W, Harris & Ford, Special D.",Come With Me,2022-07-08,electronic,hardstyle,1.0,8.0
0.341,105.513,0.701,-12.26,0.359,0.163,0.903,0.0418,0.499,62,Spring 1 - 2012,"Max Richter, Daniel Hope, Konzerthaus Kammerorchester Berlin, Andre de Ridder","Recomposed By Max Richter: Vivaldi, The Four Seasons",2014-01-01,classical,neo-classical,0.0,1.0
0.028,130.02,0.639,-29.729,0.116,0.4,0.397,0.039,0.971,67,See You Tomorrow,Evgeny Grinko,Orange Marmalade,2021-10-29,classical,neo-classical,0.0,6.0
0.107,129.368,0.367,-20.273,0.107,0.146,0.926,0.0471,0.862,64,Camping,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),2014-11-04,classical,neo-classical,0.0,9.0
0.0621,68.537,0.248,-31.174,0.144,0.0398,0.873,0.0362,0.988,62,Ultraviolet,James Heather,Invisible Forces,2022-04-22,classical,neo-classical,1.0,5.0
0.0217,104.541,0.278,-37.438,0.0926,0.223,0.919,0.0327,0.98,61,Éphémère,Tony Anderson,Nuit,2021-03-26,classical,neo-classical,0.0,9.0
0.339,90.041,0.53,-16.973,0.102,0.0719,0.874,0.0419,0.567,58,Palladio: 1. Allegretto (arr. for Strings Orchestra),"Karl Jenkins, Carmine Lauri, David Alberman, London Symphony Orchestra",Quirk,2008,classical,neo-classical,0.0,2.0
0.0696,95.193,0.495,-31.384,0.119,0.276,0.898,0.0296,0.96,57,Dreamy,Hania Rani,On Giacometti,2023-02-17,classical,neo-classical,0.0,7.0
0.134,134.986,0.567,-25.988,0.107,0.0642,0.921,0.0339,0.99,60,Reflections,Borrtex,Reflections,2019-12-15,classical,neo-classical,0.0,9.0
0.116,79.487,0.324,-22.841,0.113,0.299,0.926,0.0348,0.986,64,Beving: Ala,Joep Beving,Trilogy,2021-08-06,classical,neo-classical,0.0,7.0
0.216,99.635,0.325,-17.214,0.128,0.109,0.861,0.0352,0.977,55,Cornfield Chase - Piano-Cello Version,"Michael Forster, Anna Stevens",Piano Chill,2018-02-23,classical,neo-classical,0.0,9.0
0.232,171.226,0.287,-15.804,0.108,0.47,0.947,0.0336,0.904,60,Le début du bonheur - Instrumental,Daprinski,Chorégraphies de l'ordinaire (Instrumentals),2017-07-12,classical,neo-classical,0.0,8.0
0.154,123.077,0.242,-26.525,0.0964,0.0489,0.897,0.0564,0.975,55,Le Onde,Ludovico Einaudi,Le Onde,1994-10-01,classical,neo-classical,1.0,2.0
0.341,107.098,0.374,-17.532,0.105,0.288,0.561,0.0416,0.576,15,Upper Egypt & Lower Egypt - Medley,Pharoah Sanders,Tauhid,1993-01-01,jazz,avant-garde,0.0,1.0
0.563,108.622,0.333,-11.324,0.118,0.158,0.723,0.0359,0.645,22,Mantra,Alice Coltrane,Ptah The El Daoud,1996-01-01,jazz,avant-garde,1.0,9.0
0.838,125.006,0.672,-10.685,0.116,0.812,0.413,0.0566,0.148,40,Been So Long,"Neon Vectors, Macross 82-99",CLUB 84,2023-01-20,funk,future,0.0,8.0
0.846,122.433,0.742,-7.296,0.536,0.481,0.0104,0.276,0.0296,36,FUTURE//PAST,Remlarr,FUTURE//PAST,2023-06-23,funk,future,0.0,10.0
0.901,120.002,0.598,-5.332,0.704,0.656,0.335,0.367,0.00447,33,Love,BarbWalters,Love,2023-07-14,funk,future,0.0,10.0
0.771,125.021,0.726,-7.76,0.568,0.251,0.0691,0.206,0.000145,32,I'm Attached To You,ED.,I'm Attached To You,2023-05-19,funk,future,1.0,1.0
0.947,123.825,0.513,-6.678,0.386,0.36,0.0477,0.572,0.000598,33,Whatever Man,CHANCE デラソウル,Whateversides,2023-06-02,funk,future,0.0,5.0
0.553,101.018,0.846,-7.653,0.0778,0.463,1.16e-06,0.279,0.392,29,Excuses - 2023 Remaster,"Tupperwave, Meltnet","To You Baby, With Love (2023 Remaster)",2023-04-11,funk,future,0.0,11.0
0.789,139.918,0.734,-8.474,0.559,0.652,0.00708,0.359,0.0345,20,HELLO TODAY!!,yuugen,CITY FUNK! (シティファンク！),2022-01-07,funk,future,1.0,1.0
0.921,121.008,0.78,-7.219,0.666,0.823,0.87,0.248,0.00954,28,They Should've Let Me Host Family Feud,Engelwood,They Should've Let Me Host Family Feud,2023-07-07,funk,future,1.0,7.0
0.835,119.002,0.88,-9.271,0.293,0.622,0.0,0.262,0.000374,37,Fly with Me,サクラSAKURA-LEE,Star Virgin III Deluxe,2023-06-28,funk,future,0.0,4.0
0.581,123.952,0.936,-10.544,0.301,0.828,0.409,0.327,0.000779,31,So Sunny,SUPERCAT64 ビンクス猫,The Poolside EP,2023-07-21,funk,future,0.0,11.0
0.846,108.01,0.685,-6.108,0.315,0.765,0.00917,0.0385,0.0154,31,Million Miles Away - Edit,"Vantage, Milk Talk",Million Miles Away (Edit),2023-07-05,funk,future,0.0,1.0
0.732,128.05,0.732,-9.566,0.369,0.374,0.926,0.272,0.0011,27,Night Cross,"Zai Kowen, Brayan Rojitas",Night Cross,2023-07-10,funk,future,0.0,6.0
0.893,123.798,0.649,-9.227,0.746,0.813,0.62,0.0492,0.00368,31,There's Something,"Neon Vectors, Macross 82-99, Vantage",CLUB 84,2023-01-20,funk,future,0.0,11.0
0.93,123.982,0.707,-8.479,0.134,0.964,0.44,0.054,0.114,29,New Romantic (feat. Maki Nomiya),"Night Tempo, Maki Nomiya",New Romantic (feat. Maki Nomiya),2023-05-31,funk,future,0.0,3.0
0.935,118.022,0.666,-4.99,0.465,0.822,0.000128,0.371,0.0334,27,Stasis,BarbWalters,Love,2023-07-14,funk,future,0.0,10.0
0.841,108.082,0.854,-7.504,0.173,0.139,0.655,0.0867,0.00753,25,Lvst,Flammy,Lvst,2023-07-04,funk,future,1.0,7.0
0.581,123.844,0.651,-8.5,0.529,0.681,0.138,0.432,0.00118,31,Downtown,Kouek,Downtown,2023-07-07,funk,future,1.0,1.0
0.628,120.013,0.679,-9.078,0.0622,0.744,0.83,0.0467,0.000978,25,Nu Diskette,DUCAT,Nu Diskette,2020-03-27,funk,future,1.0,1.0
0.864,110.104,0.773,-8.639,0.113,0.759,0.0505,0.277,0.0677,28,Yuu-Huu,"Night Tempo, JEF",Moonrise,2018-05-20,funk,future,1.0,1.0
0.719,115.0,0.71,-4.868,0.0675,0.857,0.00665,0.133,0.00155,29,Green Path,Rhodes Rodosu,Green Path,2021-07-30,funk,future,1.0,4.0
0.938,129.994,0.612,-7.253,0.329,0.595,0.717,0.0562,2.51e-05,51,Fun Tonight,Macross 82-99,CHAM!,2015-10-21,funk,future,0.0,10.0
0.676,124.013,0.809,-7.803,0.064,0.548,0.879,0.0498,0.0561,46,50//50 - Edit,Vantage,50//50,2020-08-21,funk,future,0.0,7.0
0.866,110.038,0.633,-6.025,0.184,0.825,0.835,0.11,0.00587,37,Radiant Memories,TANUKI,Kanji Title,2018-06-30,funk,future,1.0,6.0
0.757,124.986,0.707,-9.052,0.108,0.905,0.000294,0.316,0.00345,37,It's Good to See You Again!!,Adrianwave,Take Care of Yourself,2016-06-09,funk,future,1.0,1.0
0.937,119.961,0.53,-5.143,0.093,0.301,0.0408,0.197,0.0025,35,City Nightlife - Original Mix,"architecture in tokyo, Macross 82-99","Royal Club, Vol. 3",2014-03-10,funk,future,0.0,8.0
0.907,128.012,0.617,-4.58,0.103,0.607,0.838,0.0329,0.000245,34,Starlight,Andora,Starlight,2021-07-21,funk,future,0.0,0.0
0.689,125.941,0.696,-8.777,0.166,0.968,0.82,0.294,0.000325,34,Sunset On The Shore,Android Apartment,DaFuture Is Now,2016-11-08,funk,future,0.0,5.0
0.923,115.984,0.738,-4.88,0.101,0.435,0.916,0.0414,0.173,25,Dolce Disco,Superflat,Meant To be Superfluous,2023-07-14,funk,future,1.0,10.0
0.457,113.974,0.652,-13.775,0.157,0.0733,0.913,0.0294,0.841,62,Resonance - Slowed & Reverb,noturgf,Resonance (Slowed & Reverb),2023-01-07,electronic,vaporwave,1.0,1.0
0.375,169.951,0.661,-10.134,0.105,0.645,0.555,0.0432,0.0566,65,SimpsonWave1995,FrankJavCee,"FrankJavCee Collection, Vol. 1, Pt. II",2016-06-05,electronic,vaporwave,0.0,3.0
0.515,105.001,0.671,-16.738,0.11,0.0984,0.932,0.0388,0.815,52,Equinox,admo,Stratford Ct. | Sonus Auri,2019-06-28,electronic,vaporwave,1.0,1.0
0.255,142.568,0.74,-7.293,0.105,0.231,0.894,0.0534,0.275,62,School Rooftop - Slowed Down Version,"Hisohkah, WMD",School Rooftop (Slowed Down Version),2021-01-01,electronic,vaporwave,1.0,10.0
0.754,170.084,0.564,-8.849,0.224,0.457,0.84,0.0646,0.0424,68,Resonance,Home,Odyssey,2014-07-01,electronic,vaporwave,1.0,8.0
0.181,86.393,0.686,-14.133,0.0772,0.647,0.934,0.049,0.652,59,5:32pm,The Deli,Vibes 2,2016-10-17,electronic,vaporwave,1.0,1.0
0.599,94.322,0.377,-10.281,0.0857,0.0545,0.475,0.0293,0.00303,67,Goth (Slowed + Reverb),Sidewalks and Skeletons,Goth (Slowed + Reverb),2023-07-28,electronic,vaporwave,0.0,5.0
0.487,139.914,0.655,-7.988,0.271,0.0454,0.897,0.033,0.0347,61,Eternal Youth,RŮDE,Eternal Youth,2017-08-07,electronic,vaporwave,1.0,6.0
0.855,142.026,0.606,-8.923,0.082,0.422,0.889,0.0383,0.447,59,Thelema,Øfdream,"Øfdream: Anthology, Pt. 1",2017-10-20,electronic,vaporwave,1.0,1.0
0.118,139.688,0.251,-22.077,0.0988,0.049,0.93,0.0346,0.898,57,aquatic ambience,Scizzie,aquatic ambience,2022-10-15,electronic,vaporwave,0.0,6.0
0.894,81.377,0.469,-6.341,0.125,0.456,0.000194,0.0428,0.00024,61,Memory Reboot,"VØJ, Narvent",Memory Reboot,2023-09-01,electronic,vaporwave,1.0,8.0
0.222,75.048,0.382,-24.021,0.0863,0.212,0.901,0.0325,0.929,67,distorted memories,"Øneheart, reidenshi",distorted memories,2022-07-01,electronic,vaporwave,0.0,8.0
0.705,119.942,0.543,-5.779,0.21,0.163,0.0341,0.0296,0.00251,68,Suffocation,Crystal Castles,Crystal Castles (II),2010-01-01,electronic,vaporwave,1.0,11.0
0.68,130.019,0.729,-5.502,0.246,0.504,0.0,0.0762,0.219,47,Mbappe - Remix,"Eladio Carrion, Future",Mbappe (Remix),2023-03-09,latin,trap,1.0,7.0
0.721,138.591,0.596,-6.611,0.129,0.841,1.52e-05,0.288,0.829,37,Full of Diamonds,YOVNGCHIMI,Full of Diamonds,2023-07-14,latin,trap,1.0,3.0
0.651,139.927,0.741,-7.241,0.972,0.36,0.0,0.299,0.154,23,Demasia’o de Grande,Tempo,Demasia’o de Grande,2024-03-29,latin,trap,0.0,11.0
0.541,140.021,0.662,-7.236,0.208,0.167,0.0,0.0663,0.449,50,6PM EN MALLORCA,Eladio Carrion,6PM EN MALLORCA,2023-07-26,latin,trap,1.0,6.0
0.648,140.819,0.593,-6.84,0.249,0.665,0.000273,0.381,0.233,31,"Danger (with DJ Drama, G Herbo & Sugarhill Ddot)","YOVNGCHIMI, DJ Drama, G Herbo, Sugarhill Ddot",Gangsta Grillz: Mvrda Gvng,2023-05-19,latin,trap,1.0,2.0
0.684,139.654,0.795,-4.413,0.087,0.571,1.65e-06,0.206,0.425,35,Fulete,"Cazzu, Brray, Luar La L, Ankhal",Nena Trampa (Deluxe Edition),2023-04-13,latin,trap,1.0,2.0
0.712,143.989,0.495,-6.509,0.318,0.386,0.0,0.18,0.414,51,La 2blea,Anuel AA,La 2blea,2022-09-30,latin,trap,0.0,10.0
0.801,121.804,0.829,-3.4,0.349,0.692,0.0,0.202,0.415,39,Los Palos,"De La Ghetto, Luar La L, YOVNGCHIMI",Los Palos,2023-01-13,latin,trap,1.0,7.0
0.73,140.041,0.83,-5.616,0.242,0.734,0.0,0.326,0.187,28,Bape (Remix),"Jovaan, KEVVO, Ñengo Flow, Brray, YOVNGCHIMI, Jon Z",Bape (Remix),2022-07-01,latin,trap,0.0,10.0
0.559,140.083,0.801,-9.192,0.0956,0.755,0.0,0.39,0.502,49,REDBULL,"Eladio Carrion, Beny Jr",REDBULL,2021-11-24,latin,trap,0.0,6.0
0.636,141.903,0.802,-7.35,0.124,0.482,4.25e-05,0.303,0.462,41,AL CAPONE,Eladio Carrion,AL CAPONE,2021-06-25,latin,trap,0.0,0.0
0.659,142.044,0.689,-7.974,0.159,0.441,0.0,0.195,0.221,41,Holy Shit - Remix,"Ankhal, JHAYCO",Holy Shit (Remix),2021-10-29,latin,trap,0.0,4.0
0.49,111.976,0.87,-10.947,0.111,0.528,0.000257,0.376,0.0558,18,IVIMA,"Shake Da Block, 0contactos",IVIMA,2024-10-10,latin,trap,1.0,2.0
0.78,139.849,0.733,-5.986,0.335,0.558,0.0,0.33,0.459,41,Verde Y Azul (feat. Piero47),"Pablo Chill-E, Piero47",El Duende Verde,2023-03-29,latin,trap,1.0,9.0
0.641,150.058,0.732,-7.627,0.112,0.747,5.57e-05,0.253,0.271,26,Dame Luz,Brytiago,Trap Vibes,2023-05-18,latin,trap,1.0,2.0
0.84,141.958,0.728,-4.575,0.0972,0.598,0.0,0.0813,0.164,39,Wag1,Akapellah,Wag1,2022-10-23,latin,trap,1.0,2.0
0.624,154.992,0.467,-6.804,0.387,0.107,0.0,0.0552,0.101,46,PA' LA VUELTA,"Eladio Carrion, Morad",PA' LA VUELTA,2023-08-04,latin,trap,0.0,11.0
0.786,140.042,0.737,-5.268,0.369,0.643,0.0,0.126,0.683,43,TATA - Remix,"Eladio Carrion, J Balvin, Daddy Yankee, Bobby Shmurda",TATA (Remix),2021-07-28,latin,trap,0.0,0.0
0.755,139.923,0.786,-2.827,0.227,0.469,0.0,0.266,0.28,32,Patrón,"Big Soto, Neutro Shorty, De La Ghetto, Noriel",Apokalypsis 2,2021-12-09,latin,trap,1.0,11.0
0.864,142.689,0.621,-5.91,0.0882,0.897,0.0,0.376,0.099,36,"Skeem Set, Pt. 2","Milli Major, Jme, Scorcher, SeriousXSyikes, Crazy Titch","Skeem Set, Pt. 2",2024-07-10,hip-hop,grime,1.0,6.0
0.741,108.088,0.542,-7.875,0.538,0.189,0.0,0.345,0.0643,38,Sticky,"Bashy, GRM Daily",Being Poor is Expensive,2024-07-11,hip-hop,grime,1.0,1.0
0.735,93.374,0.566,-9.475,0.0931,0.71,2.22e-05,0.352,0.342,28,Must Be Bored,"Big Zuu, D7, Crafty 893, Drifter",Must Be Bored,2024-06-07,hip-hop,grime,0.0,11.0
